No,Kode Provinsi,Provinsi,Kode Kabupaten,Kabupaten,Jenis Bencana,Tanggal,Meninggal,Hilang,Terluka,Mengungsi
9822,35,JAWA TIMUR,3509,JEMBER,PUTING BELIUNG,10/2/2010,0,0,0,0
5396,35,JAWA TIMUR,3526,BANGKALAN,BANJIR,10/2/2012,0,0,0,0
5397,35,JAWA TIMUR,3526,BANGKALAN,PUTING BELIUNG,10/2/2012,0,0,0,0
13056,35,JAWA TIMUR,3525,GRESIK,BANJIR,10/3/2008,0,0,0,0
13050,35,JAWA TIMUR,3506,KEDIRI,BANJIR,10/3/2008,0,0,0,0
13052,35,JAWA TIMUR,3519,MADIUN,BANJIR,10/3/2008,0,0,0,72
13051,35,JAWA TIMUR,3518,NGANJUK,BANJIR,10/3/2008,0,0,30,0
13054,35,JAWA TIMUR,3521,NGAWI,BANJIR,10/3/2008,0,0,0,1414
13049,35,JAWA TIMUR,3502,PONOROGO,TANAH LONGSOR,10/3/2008,0,0,0,0
9570,35,JAWA TIMUR,3522,BOJONEGORO,BANJIR,10/3/2010,0,0,0,0
9569,35,JAWA TIMUR,3518,NGANJUK,BANJIR,10/3/2010,0,0,0,0
9568,35,JAWA TIMUR,3501,PACITAN,TANAH LONGSOR,10/3/2010,0,0,0,0
7487,35,JAWA TIMUR,3502,PONOROGO,TANAH LONGSOR,10/3/2011,0,0,0,0
7237,35,JAWA TIMUR,3515,SIDOARJO,PUTING BELIUNG,10/4/2011,0,0,4,0
1230,35,"	JAWA TIMUR",3528,PAMEKASAN,PUTING BELIUNG,10/4/2014,0,0,0,0
13886,35,JAWA TIMUR,3503,TRENGGALEK,BANJIR DAN TANAH LONGSOR,10/5/2007,0,0,0,0
11197,35,JAWA TIMUR,3512,SITUBONDO,PUTING BELIUNG,10/5/2009,0,0,3,0
6991,35,JAWA TIMUR,3522,BOJONEGORO,TANAH LONGSOR,10/5/2011,0,0,0,0
8942,35,JAWA TIMUR,3575,KOTA PASURUAN,BANJIR,10/6/2010,0,0,12,0
6830,35,JAWA TIMUR,3522,BOJONEGORO,TANAH LONGSOR,10/6/2011,0,0,0,0
6829,35,JAWA TIMUR,3515,SIDOARJO,PUTING BELIUNG,10/6/2011,0,0,0,0
2643,35,JAWA TIMUR,3529,SUMENEP,BANJIR,10/6/2013,0,0,0,0
13684,35,JAWA TIMUR,3512,SITUBONDO,GEMPA BUMI,10/9/2007,0,0,24,797
811,35,"	JAWA TIMUR",3508,LUMAJANG,KEBAKARAN HUTAN DAN LAHAN,10/9/2014,0,0,0,0
10148,35,JAWA TIMUR,3526,BANGKALAN,PUTING BELIUNG,11/1/2010,0,0,0,0
159,35,"	JAWA TIMUR",3510,BANYUWANGI,BANJIR,11/1/2015,0,0,0,0
8402,35,JAWA TIMUR,3510,BANYUWANGI,BANJIR,11/10/2010,0,0,0,0
8250,35,JAWA TIMUR,3507,MALANG,BANJIR,11/11/2010,0,0,0,0
2118,35,JAWA TIMUR,3526,BANGKALAN,PUTING BELIUNG,11/11/2013,0,0,0,0
663,35,"	JAWA TIMUR",3501,PACITAN,PUTING BELIUNG,11/11/2014,0,0,0,0
664,35,"	JAWA TIMUR",3528,PAMEKASAN,PUTING BELIUNG,11/11/2014,0,0,0,0
15211,35,JAWA TIMUR,3501,PACITAN,BANJIR,11/12/2005,0,0,0,0
12186,35,JAWA TIMUR,3527,SAMPANG,BANJIR,11/12/2008,0,0,0,0
5987,35,JAWA TIMUR,3522,BOJONEGORO,PUTING BELIUNG,11/12/2011,0,0,0,0
3718,35,JAWA TIMUR,3523,TUBAN,PUTING BELIUNG,11/12/2012,0,0,0,0
1986,35,JAWA TIMUR,3575,KOTA PASURUAN,BANJIR,11/12/2013,0,0,1,0
16578,35,JAWA TIMUR,3512,SITUBONDO,TANAH LONGSOR,11/2/2004,0,0,0,0
14112,35,JAWA TIMUR,3507,MALANG,PUTING BELIUNG,11/2/2007,0,0,0,0
17724,35,JAWA TIMUR,3510,BANYUWANGI,PUTING BELIUNG,11/3/1999,0,0,0,0
11498,35,JAWA TIMUR,3578,KOTA SURABAYA,BANJIR,11/3/2009,0,0,0,0
9323,35,JAWA TIMUR,3522,BOJONEGORO,BANJIR,11/4/2010,0,0,0,0
7229,35,JAWA TIMUR,3522,BOJONEGORO,BANJIR,11/4/2011,0,0,0,0
7230,35,JAWA TIMUR,3527,SAMPANG,BANJIR,11/4/2011,0,0,0,0
2928,35,JAWA TIMUR,3524,LAMONGAN,BANJIR,11/4/2013,0,0,0,0
16355,35,JAWA TIMUR,3578,KOTA SURABAYA,KEBAKARAN,11/5/2004,0,0,0,0
11190,35,JAWA TIMUR,3514,PASURUAN,BANJIR,11/5/2009,0,0,0,0
9134,35,JAWA TIMUR,3514,PASURUAN,BANJIR,11/5/2010,0,0,0,0
6985,35,JAWA TIMUR,3522,BOJONEGORO,TANAH LONGSOR,11/5/2011,0,0,0,0
18175,35,JAWA TIMUR,3578,KOTA SURABAYA,GEMPA BUMI,11/8/1939,0,0,0,0
8582,35,JAWA TIMUR,3522,BOJONEGORO,PUTING BELIUNG,11/9/2010,0,0,0,0
4143,35,JAWA TIMUR,3522,BOJONEGORO,KEKERINGAN,11/9/2012,0,0,0,0
10135,35,JAWA TIMUR,3516,MOJOKERTO,PUTING BELIUNG,12/1/2010,0,0,0,0
10134,35,JAWA TIMUR,3503,TRENGGALEK,PUTING BELIUNG,12/1/2010,0,0,0,0
7928,35,JAWA TIMUR,3526,BANGKALAN,PUTING BELIUNG,12/1/2011,0,0,0,0
7929,35,JAWA TIMUR,3526,BANGKALAN,PUTING BELIUNG,12/1/2011,0,0,0,0
7930,35,JAWA TIMUR,3526,BANGKALAN,TANAH LONGSOR,12/1/2011,0,0,0,0
7925,35,JAWA TIMUR,3511,BONDOWOSO,PUTING BELIUNG,12/1/2011,0,0,0,0
7924,35,JAWA TIMUR,3507,MALANG,PUTING BELIUNG,12/1/2011,0,0,3,0
7932,35,JAWA TIMUR,3528,PAMEKASAN,PUTING BELIUNG,12/1/2011,0,0,0,0
7923,35,JAWA TIMUR,3502,PONOROGO,PUTING BELIUNG,12/1/2011,0,0,0,0
7926,35,JAWA TIMUR,3513,PROBOLINGGO,PUTING BELIUNG,12/1/2011,0,0,0,0
7931,35,JAWA TIMUR,3527,SAMPANG,PUTING BELIUNG,12/1/2011,0,0,2,0
7933,35,JAWA TIMUR,3529,SUMENEP,PUTING BELIUNG,12/1/2011,0,0,0,0
7927,35,JAWA TIMUR,3523,TUBAN,PUTING BELIUNG,12/1/2011,0,0,0,0
3422,35,JAWA TIMUR,3512,SITUBONDO,BANJIR,12/1/2013,0,0,0,0
157,35,"	JAWA TIMUR",3512,SITUBONDO,BANJIR,12/1/2015,0,0,0,0
12421,35,JAWA TIMUR,3506,KEDIRI,PUTING BELIUNG,12/10/2008,0,0,0,0
12422,35,JAWA TIMUR,3507,MALANG,PUTING BELIUNG,12/10/2008,0,0,6,93
12423,35,JAWA TIMUR,3523,TUBAN,PUTING BELIUNG,12/10/2008,0,0,0,0
6128,35,JAWA TIMUR,3508,LUMAJANG,TANAH LONGSOR,12/11/2011,0,0,0,0
2108,35,JAWA TIMUR,3526,BANGKALAN,PUTING BELIUNG,12/11/2013,0,0,0,0
2107,35,JAWA TIMUR,3507,MALANG,PUTING BELIUNG,12/11/2013,0,0,0,0
2106,35,JAWA TIMUR,3501,PACITAN,PUTING BELIUNG,12/11/2013,0,0,0,0
656,35,"	JAWA TIMUR",3519,MADIUN,PUTING BELIUNG,12/11/2014,0,0,0,0
657,35,"	JAWA TIMUR",3527,SAMPANG,PUTING BELIUNG,12/11/2014,0,0,0,0
15207,35,JAWA TIMUR,3504,TULUNGAGUNG,BANJIR,12/12/2005,0,0,0,0
12179,35,JAWA TIMUR,3578,KOTA SURABAYA,BANJIR,12/12/2008,0,0,0,0
1977,35,JAWA TIMUR,3512,SITUBONDO,PUTING BELIUNG,12/12/2013,0,0,0,0
17519,35,JAWA TIMUR,3512,SITUBONDO,PUTING BELIUNG,12/2/2001,0,0,0,0
11673,35,JAWA TIMUR,3511,BONDOWOSO,PUTING BELIUNG,12/2/2009,0,0,0,0
11671,35,JAWA TIMUR,3501,PACITAN,BANJIR DAN TANAH LONGSOR,12/2/2009,0,0,0,0
11672,35,JAWA TIMUR,3503,TRENGGALEK,TANAH LONGSOR,12/2/2009,0,0,0,0
9805,35,JAWA TIMUR,3522,BOJONEGORO,BANJIR,12/2/2010,0,0,0,0
9804,35,JAWA TIMUR,3507,MALANG,PUTING BELIUNG,12/2/2010,0,0,1,4
7668,35,JAWA TIMUR,3519,MADIUN,TANAH LONGSOR,12/2/2011,0,0,0,0
3263,35,JAWA TIMUR,3507,MALANG,PUTING BELIUNG,12/2/2013,0,0,0,0
9558,35,JAWA TIMUR,3577,KOTA MADIUN,PUTING BELIUNG,12/3/2010,0,0,0,0
7473,35,JAWA TIMUR,3522,BOJONEGORO,PUTING BELIUNG,12/3/2011,0,0,0,0
7472,35,JAWA TIMUR,3516,MOJOKERTO,PUTING BELIUNG,12/3/2011,0,0,0,0
7474,35,JAWA TIMUR,3529,SUMENEP,PUTING BELIUNG,12/3/2011,0,0,0,0
3103,35,JAWA TIMUR,3507,MALANG,TANAH LONGSOR,12/3/2013,0,0,1,0
3105,35,JAWA TIMUR,3516,MOJOKERTO,PUTING BELIUNG,12/3/2013,0,0,0,0
3104,35,JAWA TIMUR,3515,SIDOARJO,PUTING BELIUNG,12/3/2013,0,0,0,0
1355,35,"	JAWA TIMUR",3528,PAMEKASAN,PUTING BELIUNG,12/3/2014,0,0,0,0
7222,35,JAWA TIMUR,3506,KEDIRI,BANJIR,12/4/2011,0,0,0,0
6980,35,JAWA TIMUR,3522,BOJONEGORO,BANJIR,12/5/2011,0,0,0,0
6982,35,JAWA TIMUR,3526,BANGKALAN,KEBAKARAN,12/5/2011,0,0,0,0
6981,35,JAWA TIMUR,3522,BOJONEGORO,KEBAKARAN,12/5/2011,0,0,0,0
1106,35,"	JAWA TIMUR",3521,NGAWI,PUTING BELIUNG,12/5/2014,0,0,0,0
1105,35,"	JAWA TIMUR",3512,SITUBONDO,PUTING BELIUNG,12/5/2014,0,0,1,0
8931,35,JAWA TIMUR,3513,PROBOLINGGO,KEBAKARAN,12/6/2010,0,0,0,0
2629,35,JAWA TIMUR,3501,PACITAN,TANAH LONGSOR,12/6/2013,0,0,0,0
6649,35,JAWA TIMUR,3526,BANGKALAN,KEKERINGAN,12/7/2011,0,0,0,0
6648,35,JAWA TIMUR,3510,BANYUWANGI,PUTING BELIUNG,12/7/2011,0,0,0,0
2515,35,JAWA TIMUR,3512,SITUBONDO,BANJIR,12/7/2013,0,0,0,0
937,35,"	JAWA TIMUR",3501,PACITAN,TANAH LONGSOR,12/7/2014,0,0,0,0
938,35,"	JAWA TIMUR",3510,BANYUWANGI,BANJIR,12/7/2014,0,0,0,0
4320,35,JAWA TIMUR,3526,BANGKALAN,KEBAKARAN,12/8/2012,0,0,0,0
8580,35,JAWA TIMUR,3522,BOJONEGORO,PUTING BELIUNG,12/9/2010,0,0,0,0
4135,35,JAWA TIMUR,3522,BOJONEGORO,KEKERINGAN,12/9/2012,0,0,0,0
4134,35,JAWA TIMUR,3514,PASURUAN,KEBAKARAN HUTAN DAN LAHAN,12/9/2012,0,0,0,0
10119,35,JAWA TIMUR,3513,PROBOLINGGO,BANJIR,13/1/2010,0,0,0,0
10118,35,JAWA TIMUR,3512,SITUBONDO,BANJIR,13/1/2010,0,0,0,0
7905,35,JAWA TIMUR,3508,LUMAJANG,PUTING BELIUNG,13/1/2011,0,0,0,0
7904,35,JAWA TIMUR,3507,MALANG,PUTING BELIUNG,13/1/2011,0,0,0,0
7906,35,JAWA TIMUR,3512,SITUBONDO,PUTING BELIUNG,13/1/2011,0,0,4,0
7907,35,JAWA TIMUR,3529,SUMENEP,PUTING BELIUNG,13/1/2011,0,0,0,0
3419,35,JAWA TIMUR,3513,PROBOLINGGO,BANJIR,13/1/2013,0,0,2,0
1734,35,"	JAWA TIMUR",3508,LUMAJANG,PUTING BELIUNG,13/1/2014,0,0,0,0
1735,35,"	JAWA TIMUR",3527,SAMPANG,PUTING BELIUNG,13/1/2014,0,0,0,0
148,35,"	JAWA TIMUR",3508,LUMAJANG,TANAH LONGSOR,13/1/2015,0,0,0,0
149,35,"	JAWA TIMUR",3513,PROBOLINGGO,PUTING BELIUNG,13/1/2015,0,0,0,0
12415,35,JAWA TIMUR,3505,BLITAR,PUTING BELIUNG,13/10/2008,0,0,0,0
12417,35,JAWA TIMUR,3521,NGAWI,PUTING BELIUNG,13/10/2008,0,0,0,0
12413,35,JAWA TIMUR,3502,PONOROGO,PUTING BELIUNG,13/10/2008,0,0,0,0
6253,35,JAWA TIMUR,3526,BANGKALAN,KEBAKARAN,13/10/2011,0,0,0,0
6252,35,JAWA TIMUR,3510,BANYUWANGI,GEMPA BUMI,13/10/2011,0,0,0,0
6251,35,JAWA TIMUR,3509,JEMBER,GEMPA BUMI,13/10/2011,0,0,0,0
10460,35,JAWA TIMUR,3506,KEDIRI,PUTING BELIUNG,13/11/2009,0,0,0,0
8247,35,JAWA TIMUR,3522,BOJONEGORO,PUTING BELIUNG,13/11/2010,0,0,0,0
646,35,"	JAWA TIMUR",3514,PASURUAN,TANAH LONGSOR,13/11/2014,0,0,0,0
647,35,"	JAWA TIMUR",3527,SAMPANG,PUTING BELIUNG,13/11/2014,0,0,0,0
14383,35,JAWA TIMUR,3506,KEDIRI,BANJIR,13/12/2006,0,0,0,0
14384,35,JAWA TIMUR,3520,MAGETAN,PUTING BELIUNG,13/12/2006,0,0,0,0
8111,35,JAWA TIMUR,3501,PACITAN,TANAH LONGSOR,13/12/2010,0,0,0,0
1969,35,JAWA TIMUR,3514,PASURUAN,BANJIR,13/12/2013,0,0,0,0
1970,35,JAWA TIMUR,3514,PASURUAN,BANJIR,13/12/2013,0,0,0,0
15725,35,JAWA TIMUR,3518,NGANJUK,BANJIR,13/2/2005,0,0,0,0
7662,35,JAWA TIMUR,3513,PROBOLINGGO,PUTING BELIUNG,13/2/2011,0,0,0,0
1504,35,"	JAWA TIMUR",3505,BLITAR,LETUSAN GUNUNG API,13/2/2014,0,0,0,8193
1507,35,"	JAWA TIMUR",3517,JOMBANG,LETUSAN GUNUNG API,13/2/2014,0,0,0,708
1505,35,"	JAWA TIMUR",3506,KEDIRI,LETUSAN GUNUNG API,13/2/2014,0,0,0,39018
1508,35,"	JAWA TIMUR",3579,KOTA BATU,LETUSAN GUNUNG API,13/2/2014,0,0,0,14559
1503,35,"	JAWA TIMUR",3504,TULUNGAGUNG,LETUSAN GUNUNG API,13/2/2014,0,0,0,0
16494,35,JAWA TIMUR,3526,BANGKALAN,BANJIR,13/3/2004,0,0,0,0
16493,35,JAWA TIMUR,3508,LUMAJANG,BANJIR,13/3/2004,0,0,0,60
14016,35,JAWA TIMUR,3520,MAGETAN,TANAH LONGSOR,13/3/2007,0,0,0,0
7468,35,JAWA TIMUR,3525,GRESIK,BANJIR,13/3/2011,0,0,0,0
13961,35,JAWA TIMUR,3502,PONOROGO,TANAH LONGSOR,13/4/2007,0,0,0,184
11326,35,JAWA TIMUR,3522,BOJONEGORO,PUTING BELIUNG,13/4/2009,0,0,1,0
11325,35,JAWA TIMUR,3507,MALANG,PUTING BELIUNG,13/4/2009,0,0,4,0
7218,35,JAWA TIMUR,3308,MAGELANG,BANJIR,13/4/2011,0,0,0,0
1205,35,"	JAWA TIMUR",3512,SITUBONDO,PUTING BELIUNG,13/4/2014,0,0,0,0
13884,35,JAWA TIMUR,3506,KEDIRI,PUTING BELIUNG,13/5/2007,0,0,0,0
9122,35,JAWA TIMUR,3512,SITUBONDO,PUTING BELIUNG,13/5/2010,0,0,0,0
6974,35,JAWA TIMUR,3522,BOJONEGORO,BANJIR,13/5/2011,0,0,0,0
6975,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,BANJIR,13/5/2011,0,0,0,0
2762,35,JAWA TIMUR,3510,BANYUWANGI,PUTING BELIUNG,13/5/2013,0,0,0,0
1103,35,"	JAWA TIMUR",3512,SITUBONDO,PUTING BELIUNG,13/5/2014,0,0,0,0
1102,35,"	JAWA TIMUR",3503,TRENGGALEK,BANJIR,13/5/2014,0,0,0,0
933,35,"	JAWA TIMUR",3503,TRENGGALEK,BANJIR,13/7/2014,0,0,0,0
874,35,"	JAWA TIMUR",3512,SITUBONDO,PUTING BELIUNG,13/8/2014,0,0,0,0
10103,35,JAWA TIMUR,3512,SITUBONDO,BANJIR,14/1/2010,0,0,0,0
10104,35,JAWA TIMUR,3529,SUMENEP,PUTING BELIUNG,14/1/2010,0,0,0,0
7897,35,JAWA TIMUR,3507,MALANG,KEBAKARAN,14/1/2011,0,0,0,0
5705,35,JAWA TIMUR,3522,BOJONEGORO,BANJIR,14/1/2012,0,0,0,0
5706,35,JAWA TIMUR,3522,BOJONEGORO,PUTING BELIUNG,14/1/2012,0,0,0,0
3412,35,JAWA TIMUR,3515,SIDOARJO,BANJIR,14/1/2013,0,0,0,0
3411,35,JAWA TIMUR,3514,PASURUAN,PUTING BELIUNG,14/1/2013,0,0,0,0
3994,35,JAWA TIMUR,3579,KOTA BATU,TANAH LONGSOR,14/10/2012,0,0,0,0
12298,35,JAWA TIMUR,3505,BLITAR,PUTING BELIUNG,14/11/2008,0,0,1,0
3854,35,JAWA TIMUR,3522,BOJONEGORO,PUTING BELIUNG,14/11/2012,0,0,0,0
631,35,"	JAWA TIMUR",3519,MADIUN,PUTING BELIUNG,14/11/2014,0,0,0,0
14381,35,JAWA TIMUR,3520,MAGETAN,BANJIR,14/12/2006,0,0,0,0
12174,35,JAWA TIMUR,3507,MALANG,PUTING BELIUNG,14/12/2008,0,0,0,0
10331,35,JAWA TIMUR,3511,BONDOWOSO,PUTING BELIUNG,14/12/2009,0,0,0,0
10332,35,JAWA TIMUR,3512,SITUBONDO,PUTING BELIUNG,14/12/2009,0,0,0,0
8110,35,JAWA TIMUR,3524,LAMONGAN,PUTING BELIUNG,14/12/2010,0,0,0,0
1956,35,JAWA TIMUR,3508,LUMAJANG,BANJIR,14/12/2013,0,0,0,0
1957,35,JAWA TIMUR,3516,MOJOKERTO,BANJIR,14/12/2013,0,0,0,0
1958,35,JAWA TIMUR,3523,TUBAN,BANJIR DAN TANAH LONGSOR,14/12/2013,0,0,0,0
14954,35,JAWA TIMUR,3522,BOJONEGORO,BANJIR,14/2/2006,0,0,0,0
1497,35,"	JAWA TIMUR",3522,BOJONEGORO,PUTING BELIUNG,14/2/2014,0,0,0,0
15659,35,JAWA TIMUR,3514,PASURUAN,BANJIR,14/3/2005,0,0,0,0
3092,35,JAWA TIMUR,3522,BOJONEGORO,BANJIR,14/3/2013,0,0,0,0
3093,35,JAWA TIMUR,3522,BOJONEGORO,PUTING BELIUNG,14/3/2013,0,0,0,0
17327,35,JAWA TIMUR,3513,PROBOLINGGO,KLB,14/4/2002,0,0,575,0
7210,35,JAWA TIMUR,3522,BOJONEGORO,KEBAKARAN,14/4/2011,0,0,0,0
9116,35,JAWA TIMUR,3520,MAGETAN,TANAH LONGSOR,14/5/2010,0,0,0,0
9115,35,JAWA TIMUR,3503,TRENGGALEK,TANAH LONGSOR,14/5/2010,0,0,0,0
6806,35,JAWA TIMUR,3524,LAMONGAN,BANJIR,14/6/2011,0,0,0,0
2616,35,JAWA TIMUR,3529,SUMENEP,TANAH LONGSOR,14/6/2013,0,0,0,0
4485,35,JAWA TIMUR,3513,PROBOLINGGO,KEBAKARAN,14/7/2012,0,0,0,0
924,35,"	JAWA TIMUR",3508,LUMAJANG,TANAH LONGSOR,14/7/2014,0,0,0,0
925,35,"	JAWA TIMUR",3520,MAGETAN,GEMPA BUMI,14/7/2014,0,0,0,0
4314,35,JAWA TIMUR,3522,BOJONEGORO,KEKERINGAN,14/8/2012,0,0,0,0
8570,35,JAWA TIMUR,3502,PONOROGO,TANAH LONGSOR,14/9/2010,0,0,0,0
6315,35,JAWA TIMUR,3522,BOJONEGORO,PUTING BELIUNG,14/9/2011,0,0,0,0
4121,35,JAWA TIMUR,3522,BOJONEGORO,KEKERINGAN,14/9/2012,0,0,0,0
11947,35,JAWA TIMUR,3512,SITUBONDO,BANJIR,15/1/2009,0,0,0,0
5691,35,JAWA TIMUR,3522,BOJONEGORO,BANJIR,15/1/2012,0,0,0,0
5692,35,JAWA TIMUR,3522,BOJONEGORO,TANAH LONGSOR,15/1/2012,0,0,0,0
3408,35,JAWA TIMUR,3515,SIDOARJO,BANJIR,15/1/2013,0,0,0,0
1709,35,"	JAWA TIMUR",3501,PACITAN,TANAH LONGSOR,15/1/2014,0,0,0,0
134,35,"	JAWA TIMUR",3504,TULUNGAGUNG,BANJIR,15/1/2015,0,0,0,0
16007,35,JAWA TIMUR,3578,KOTA SURABAYA,KEBAKARAN,15/10/2004,0,0,0,0
16006,35,JAWA TIMUR,3516,MOJOKERTO,KEBAKARAN,15/10/2004,0,0,0,0
6243,35,JAWA TIMUR,3522,BOJONEGORO,KEBAKARAN,15/10/2011,0,0,0,0
743,35,"	JAWA TIMUR",3510,BANYUWANGI,KEBAKARAN HUTAN DAN LAHAN,15/10/2014,0,0,0,0
3853,35,JAWA TIMUR,3522,BOJONEGORO,PUTING BELIUNG,15/11/2012,0,0,0,0
2089,35,JAWA TIMUR,3504,TULUNGAGUNG,TANAH LONGSOR,15/11/2013,0,0,0,0
620,35,"	JAWA TIMUR",3507,MALANG,PUTING BELIUNG,15/11/2014,0,0,0,0
16772,35,JAWA TIMUR,3507,MALANG,BANJIR,15/12/2003,0,0,0,0
15722,35,JAWA TIMUR,3504,TULUNGAGUNG,BANJIR,15/2/2005,0,0,0,0
13150,35,JAWA TIMUR,3578,KOTA SURABAYA,KECELAKAAN TRANSPORTASI,15/2/2008,0,4,0,0
7656,35,JAWA TIMUR,3501,PACITAN,PUTING BELIUNG,15/2/2011,0,0,0,0
1491,35,"	JAWA TIMUR",3523,TUBAN,PUTING BELIUNG,15/2/2014,0,0,0,0
13028,35,JAWA TIMUR,3502,PONOROGO,BANJIR DAN TANAH LONGSOR,15/3/2008,0,0,0,0
3086,35,JAWA TIMUR,3514,PASURUAN,BANJIR,15/3/2013,0,0,0,0
1347,35,"	JAWA TIMUR",3509,JEMBER,PUTING BELIUNG,15/3/2014,0,0,0,0
14788,35,JAWA TIMUR,3517,JOMBANG,KECELAKAAN INDUSTRI,15/4/2006,0,0,17,0
9298,35,JAWA TIMUR,3522,BOJONEGORO,BANJIR,15/4/2010,0,0,0,0
7204,35,JAWA TIMUR,3522,BOJONEGORO,BANJIR,15/4/2011,0,0,0,0
7206,35,JAWA TIMUR,3575,KOTA PASURUAN,BANJIR,15/4/2011,0,0,0,0
7205,35,JAWA TIMUR,3527,SAMPANG,BANJIR,15/4/2011,0,0,0,0
2915,35,JAWA TIMUR,3517,JOMBANG,BANJIR,15/4/2013,0,0,0,130
2913,35,JAWA TIMUR,3507,MALANG,BANJIR,15/4/2013,0,0,0,0
2912,35,JAWA TIMUR,3506,KEDIRI,PUTING BELIUNG,15/4/2013,0,0,0,0
2914,35,JAWA TIMUR,3507,MALANG,PUTING BELIUNG,15/4/2013,0,0,0,0
9102,35,JAWA TIMUR,3519,MADIUN,BANJIR,15/5/2010,0,0,0,0
9101,35,JAWA TIMUR,3513,PROBOLINGGO,BANJIR,15/5/2010,0,0,0,0
6961,35,JAWA TIMUR,3519,MADIUN,BANJIR,15/5/2011,0,0,0,0
6962,35,JAWA TIMUR,3519,MADIUN,PUTING BELIUNG,15/5/2011,0,0,0,0
1098,35,"	JAWA TIMUR",3509,JEMBER,PUTING BELIUNG,15/5/2014,0,0,0,0
2612,35,JAWA TIMUR,3526,BANGKALAN,BANJIR,15/6/2013,0,0,0,0
2611,35,JAWA TIMUR,3514,PASURUAN,BANJIR,15/6/2013,0,0,0,0
18211,35,JAWA TIMUR,3505,BLITAR,GEMPA BUMI,15/8/1896,0,0,0,0
868,35,"	JAWA TIMUR",3512,SITUBONDO,TANAH LONGSOR,15/8/2014,0,0,0,0
8566,35,JAWA TIMUR,3502,PONOROGO,TANAH LONGSOR,15/9/2010,0,0,0,0
7879,35,JAWA TIMUR,3508,LUMAJANG,PUTING BELIUNG,16/1/2011,0,0,1,0
7878,35,JAWA TIMUR,3501,PACITAN,PUTING BELIUNG,16/1/2011,0,0,0,0
5682,35,JAWA TIMUR,3522,BOJONEGORO,TANAH LONGSOR,16/1/2012,0,0,0,0
1693,35,"	JAWA TIMUR",3512,SITUBONDO,BANJIR,16/1/2014,0,0,0,0
130,35,"	JAWA TIMUR",3502,PONOROGO,TANAH LONGSOR,16/1/2015,0,0,0,0
131,35,"	JAWA TIMUR",3527,SAMPANG,PUTING BELIUNG,16/1/2015,0,0,3,0
13624,35,JAWA TIMUR,3505,BLITAR,LETUSAN GUNUNG API,16/10/2007,0,0,0,1644
13625,35,JAWA TIMUR,3506,KEDIRI,LETUSAN GUNUNG API,16/10/2007,0,0,0,7432
6109,35,JAWA TIMUR,3522,BOJONEGORO,PUTING BELIUNG,16/11/2011,0,0,0,0
2082,35,JAWA TIMUR,3508,LUMAJANG,PUTING BELIUNG,16/11/2013,0,0,0,0
13495,35,JAWA TIMUR,3503,TRENGGALEK,PUTING BELIUNG,16/12/2007,0,0,0,0
13496,35,JAWA TIMUR,3504,TULUNGAGUNG,PUTING BELIUNG,16/12/2007,0,0,0,0
8104,35,JAWA TIMUR,3516,MOJOKERTO,BANJIR,16/12/2010,0,0,0,0
5969,35,JAWA TIMUR,3519,MADIUN,PUTING BELIUNG,16/12/2011,0,0,0,0
1939,35,JAWA TIMUR,3524,LAMONGAN,BANJIR,16/12/2013,0,0,2,0
383,35,"	JAWA TIMUR",3511,BONDOWOSO,PUTING BELIUNG,16/12/2014,0,0,0,0
382,35,"	JAWA TIMUR",3506,KEDIRI,TANAH LONGSOR,16/12/2014,0,0,0,0
384,35,"	JAWA TIMUR",3512,SITUBONDO,TANAH LONGSOR,16/12/2014,0,0,0,0
385,35,"	JAWA TIMUR",3515,SIDOARJO,BANJIR,16/12/2014,0,0,0,99
15720,35,JAWA TIMUR,3509,JEMBER,PUTING BELIUNG,16/2/2005,0,0,0,0
11639,35,JAWA TIMUR,3514,PASURUAN,BANJIR,16/2/2009,0,0,0,0
11640,35,JAWA TIMUR,3514,PASURUAN,TANAH LONGSOR,16/2/2009,0,0,0,0
7651,35,JAWA TIMUR,3502,PONOROGO,TANAH LONGSOR,16/2/2011,0,0,0,0
17717,35,JAWA TIMUR,3575,KOTA PASURUAN,BANJIR,16/3/1999,0,0,0,0
3078,35,JAWA TIMUR,3526,BANGKALAN,BANJIR,16/3/2013,0,0,0,4365
3079,35,JAWA TIMUR,3529,SUMENEP,PUTING BELIUNG,16/3/2013,0,0,0,0
11299,35,JAWA TIMUR,3517,JOMBANG,BANJIR,16/4/2009,0,0,0,0
9292,35,JAWA TIMUR,3516,MOJOKERTO,BANJIR,16/4/2010,0,0,0,0
18226,35,JAWA TIMUR,3572,KOTA BLITAR,LETUSAN GUNUNG API,16/5/1848,0,0,0,0
9088,35,JAWA TIMUR,3524,LAMONGAN,BANJIR,16/5/2010,0,0,0,0
2752,35,JAWA TIMUR,3515,SIDOARJO,PUTING BELIUNG,16/5/2013,0,0,0,0
4476,35,JAWA TIMUR,3522,BOJONEGORO,KEKERINGAN,16/7/2012,0,0,0,0
861,35,"	JAWA TIMUR",3520,MAGETAN,KEBAKARAN HUTAN DAN LAHAN,16/8/2014,0,0,0,0
8560,35,JAWA TIMUR,3522,BOJONEGORO,BANJIR,16/9/2010,0,0,0,0
8559,35,JAWA TIMUR,3503,TRENGGALEK,BANJIR,16/9/2010,0,0,0,0
